id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,distancia_euclidiana,hora_decimal,edad_decimal
163,8/1/2020 0:00,4.67E+15,"fraud_Kihn, Brakus and Goyette",personal_care,68.79,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,7/25/1955,afaa281ba58cf4c3a58b440d6106fb46,1371820065,40.754358,-84.74907,0,0.864333848,13.11666667,64.91046277
164,9/1/2020 0:00,6.01E+15,fraud_Medhurst PLC,shopping_net,118.21,Valerie,Davis,F,3861 Anderson Ramp Apt. 536,Drakes Branch,VA,23937,36.9688,-78.5615,1970,Energy engineer,9/2/1985,0a4e8eb858470184696ba2026a105361,1371820075,36.46674,-78.785534,0,0.549777661,13.11666667,34.80231767
165,10/1/2020 0:00,3.58E+15,fraud_Waelchi Inc,kids_pets,64.36,Michele,Patrick,F,557 Lynn Garden Suite 907,Spirit Lake,ID,83869,47.9657,-116.868,4161,Production manager,6/12/1957,c847bb58c601f2f452b25635b706131b,1371820105,47.57809,-117.293211,0,0.575365889,13.13333333,63.02682333
166,11/1/2020 0:00,4.10E+15,fraud_Quitzon-Goyette,home,16.02,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",7/7/1975,95b28c98c518e783969e6faeef2817d2,1371820121,38.897742,-79.366165,0,1.152272894,13.13333333,44.95974599
167,12/1/2020 0:00,6.01E+15,fraud_Schumm PLC,shopping_net,1199.45,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,2/8/1983,249ecb7b44d6d42a8eb155833fe23c53,1371820126,34.622777,-77.827863,0,0.359811813,13.13333333,37.36768576
168,1/1/2020 0:00,4.48E+15,fraud_O'Keefe-Wisoky,food_dining,7.44,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,8/30/1946,6a6950d57d0392520d9c6cef99cb5139,1371820135,39.656974,-81.869361,0,0.872351358,13.13333333,73.81121758
169,2/1/2020 0:00,3.05E+13,fraud_Dickinson Ltd,personal_care,30.09,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",6/2/1975,5b1d22a101d05ab7604228edb383afbb,1371820156,40.875589,-87.326088,0,0.617240769,13.15,45.05557267
170,3/1/2020 0:00,6.54E+15,"fraud_Little, Gutmann and Lynch",shopping_net,28.94,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,9/22/1997,88c4b3f91b1381005e54ecf64d47074c,1371820179,41.990632,-79.263948,0,1.094097441,13.15,22.74756445
171,4/1/2020 0:00,4.74E+18,fraud_Schaefer Ltd,kids_pets,185.27,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",5/23/1953,2567ddb79772901c49f33ce71c1725cc,1371820211,44.94133,-72.776396,0,0.866465203,13.16666667,67.08158415
172,5/1/2020 0:00,2.30E+15,fraud_Ankunding LLC,shopping_net,4.74,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,9/1/1999,e1766317e6eb58ae76cdc01a47c63584,1371820212,41.054447,-73.397034,0,0.691831696,13.16666667,20.80643015
173,6/1/2020 0:00,4.86E+18,fraud_Schoen-Quigley,kids_pets,85.39,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",12/16/1977,a8480e70abddf42a38235d99bead2e94,1371820251,30.294573,-91.095702,0,0.258360272,13.16666667,42.51484904
174,7/1/2020 0:00,2.36E+15,fraud_Leffler-Goldner,personal_care,8.04,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",10/30/1924,80238f7c0f608c0acdbae0606c1d50c4,1371820318,38.822123,-76.630036,0,0.388944047,13.18333333,95.64284546
175,8/1/2020 0:00,2.29E+15,fraud_Towne LLC,misc_pos,3.27,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439,31.882,-88.9981,4573,"Exhibitions officer, museum/gallery",2/15/1988,3e07083b31a9f4ec8572c8bdf404aa45,1371820323,30.913891,-89.899434,0,1.322738831,13.2,32.34921287
176,9/1/2020 0:00,4.81E+18,fraud_Schaefer Ltd,kids_pets,95.67,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,8/31/1985,b73444bf97ae00beee417c486c72037a,1371820362,37.587316,-93.356223,0,1.075293575,13.2,34.80780287
177,10/1/2020 0:00,4.29E+15,"fraud_O'Connell, Botsford and Hand",home,69.86,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413,-81.69,2206,Biomedical scientist,12/31/1986,9403d07997aa1f0bd127cb0fefc9d246,1371820393,34.071619,-81.220208,0,0.809001552,13.21666667,33.47447144
178,11/1/2020 0:00,3.70E+14,fraud_Schoen-Quigley,kids_pets,38.88,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",9/3/1951,994d71674f1338f94f9d6e45c2d22993,1371820477,29.903396,-90.938375,0,0.805222334,13.23333333,68.80096205
179,12/1/2020 0:00,2.30E+15,"fraud_Hills, Hegmann and Schaefer",health_fitness,30.13,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,9/1/1999,8ff2dc53da0c292fc7effce265fa2019,1371820508,39.757225,-74.168759,0,0.94349067,13.25,20.80643965
180,1/1/2020 0:00,4.30E+18,"fraud_Durgan, Gislason and Spencer",home,72.11,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,10/26/1978,cf8f797d5cecd6da34bd695e94f38d24,1371820533,40.748806,-80.020684,0,0.393802622,13.25,41.6551734
181,2/1/2020 0:00,4.06E+18,"fraud_Hauck, Dietrich and Funk",kids_pets,70.54,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",6/13/1963,f446cd7512da7d551e93c5039313f5c5,1371820540,42.491626,-112.511975,0,0.944526749,13.25,57.02546772
182,3/1/2020 0:00,2.13E+14,"fraud_Lubowitz, Terry and Stracke",personal_care,23.23,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,8/1/1984,c6fe3189d929456a779d341498fb177b,1371820551,42.096035,-109.177709,0,0.492817055,13.25,35.88925964
183,4/1/2020 0:00,3.45E+14,fraud_Erdman-Ebert,personal_care,51.05,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",4/3/1960,2ad013f65673cfecae9888a03ea01f34,1371820553,41.642272,-72.961369,0,0.893669389,13.25,60.21780173
184,5/1/2020 0:00,6.01E+15,fraud_Kub PLC,personal_care,97.73,Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,7/31/1975,72acc3171b3d508b453db1b030a4697d,1371820558,40.399461,-104.893892,0,0.807656871,13.25,44.89405088
185,6/1/2020 0:00,3.01E+13,"fraud_Lehner, Reichert and Mills",misc_pos,2.13,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,4/29/1993,30c448bc4d6f4cc7b506c863259aeae3,1371820567,41.326093,-74.999578,0,1.190621383,13.26666667,27.14730398
186,7/1/2020 0:00,4.49E+15,"fraud_Schiller, Blanda and Johnson",home,80.71,Jonathan,Byrd,M,5554 Mack Meadows,Premier,WV,24878,37.3752,-81.6539,337,Advice worker,10/17/1986,86891e13759b4ddf02d7236ea1ef305e,1371820601,38.08284,-81.851367,0,0.734675157,13.26666667,33.67981596
187,8/1/2020 0:00,3.77E+14,fraud_Bins-Howell,personal_care,31.94,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,3/25/1965,043c07bbb352d71d2c45565ea710e859,1371820610,39.746745,-75.181483,0,0.368626166,13.26666667,55.24312876
188,9/1/2020 0:00,3.43E+14,fraud_Kautzer and Sons,personal_care,4.5,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",8/5/1971,a04f0adf6fe71acac0fcc1b9d398bc25,1371820631,43.602776,-71.193631,0,0.102580648,13.28333333,48.88036543
189,10/1/2020 0:00,3.54E+15,"fraud_Turcotte, Batz and Buckridge",health_fitness,74.12,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,6/19/1992,cffd08fc41f597eadfe47b42d50e2f13,1371820651,33.937535,-101.727485,0,1.120986434,13.28333333,28.00699103
190,11/1/2020 0:00,3.44E+14,fraud_Will Ltd,food_dining,45.95,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",10/11/1975,94fb6a21fa403b383ff67b50b10b9ad6,1371820660,45.528331,-85.948783,0,0.681335934,13.28333333,44.69692942
191,12/1/2020 0:00,3.00E+13,fraud_Gibson-Deckow,entertainment,187.1,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,8/29/1985,c02d314735d9077b7d9c77ec21261cfa,1371820723,26.197333,-81.976019,0,0.319982081,13.3,34.81328998
192,1/1/2020 0:00,3.58E+15,fraud_Kihn Inc,shopping_pos,9.15,Rachel,Villarreal,F,250 Carrie Throughway,University,MS,38677,34.3396,-89.5736,4198,Curator,6/22/2001,925ac4268c05cdddde79f97574621117,1371820732,34.050515,-89.005628,0,0.637308661,13.3,18.99946384
193,2/1/2020 0:00,3.02E+13,fraud_Treutel-King,travel,1.29,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,6/7/1966,a9c7b779653f3016dc02688d40753e9c,1371820759,48.472897,-96.572501,0,1.099779644,13.31666667,54.04121796
194,3/1/2020 0:00,1.80E+14,fraud_Romaguera Ltd,health_fitness,77.33,Richard,Barnes,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752,42.189,-74.9229,782,Chartered accountant,8/28/2000,6945efccedc4673f5e3ea97ae7494bfb,1371820788,41.79335,-74.149107,0,0.869076826,13.31666667,19.81534527
195,4/1/2020 0:00,4.90E+15,fraud_Kihn Inc,shopping_pos,5.53,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,10/19/1990,3f3f4b3fd1cd14f870726cd741a0b819,1371820791,41.346225,-75.015359,0,1.039911071,13.31666667,29.67434596
196,5/1/2020 0:00,2.26E+15,fraud_Schmidt-Larkin,home,51.89,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,10/17/1995,b2d30bc0ca473971ef0596ff8646dd0b,1371820820,29.444963,-98.571075,0,0.11282101,13.33333333,24.68050802
197,6/1/2020 0:00,1.80E+14,"fraud_Windler, Goodwin and Kovacek",home,49.78,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,12/8/1953,dbc1f8f279eb6d8a427226e47a3bbb48,1371820822,35.013372,-81.23403,0,0.677663999,13.33333333,66.53677086
198,7/1/2020 0:00,2.29E+15,fraud_Medhurst Inc,home,21.81,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,5/27/1950,1dfb39918a5b8c7954335d2958c59db5,1371820848,38.876506,-94.460586,0,0.639312496,13.33333333,70.07133622
199,8/1/2020 0:00,4.22E+12,fraud_Breitenberg LLC,travel,8.54,Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,1/20/1960,3f21f4179b16adf504771d5ce3963db7,1371820876,42.299024,-83.435877,0,0.545178626,13.35,60.4204141
200,9/1/2020 0:00,4.12E+15,fraud_Terry Ltd,home,174.77,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,8/19/1945,3be6acc4b5e85330d7d2694a02651375,1371820880,39.829193,-88.918803,0,0.953294043,13.35,74.8406742
201,10/1/2020 0:00,4.64E+12,"fraud_Runte, Green and Emard",health_fitness,113.53,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,6/13/1951,2d1d5f9680c397474923180661f85978,1371820909,30.990542,-92.331269,0,0.779545177,13.35,69.02547912
202,11/1/2020 0:00,3.59E+15,fraud_Feil-Morar,health_fitness,44.11,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,2/29/1984,9ff38367441a692eeae413805a128ea5,1371820917,47.008606,-122.947605,0,1.056745264,13.35,36.31090007
203,12/1/2020 0:00,3.53E+15,fraud_Kilback and Sons,entertainment,49.49,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,6/4/1997,d9547259366164a884a5ca6ec23a5764,1371820934,32.932743,-80.714156,0,0.897716579,13.36666667,23.04875276
204,1/1/2020 0:00,6.01E+15,"fraud_Watsica, Haag and Considine",shopping_pos,25.5,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,4/8/1993,95cc4ceca59c656d73a7ccffb8c945f6,1371820941,34.30743,-91.964227,0,0.631015174,13.36666667,27.20481025
205,2/1/2020 0:00,3.78E+14,"fraud_Conroy, Balistreri and Gorczany",health_fitness,12.66,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",4/6/1964,497240430e49d2312f7dc965976af334,1371820957,44.158389,-122.847567,0,0.24514878,13.36666667,56.20960149
206,3/1/2020 0:00,4.38E+15,fraud_Schuppe LLC,entertainment,61.47,Travis,Hayes,M,1561 Chase Grove,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,10/25/1999,27ef45f29c5d7198b4d12a950b4b8f13,1371820968,44.356976,-70.550417,0,0.711601771,13.36666667,20.65860902
207,4/1/2020 0:00,6.55E+15,fraud_Renner Ltd,home,70.59,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,12/22/1969,71cd800d867bf4cde3ee1cdef26b2f07,1371820987,33.838915,-118.103495,0,0.451526761,13.38333333,50.49844665
208,5/1/2020 0:00,3.56E+15,fraud_Cartwright PLC,kids_pets,111.57,Angela,Edwards,F,486 Wilkins Pines,Lithopolis,OH,43136,39.8013,-82.8125,460,"Lecturer, higher education",6/19/2004,141db8af987da5cf06bc853a20f51e6a,1371821068,40.706719,-82.083434,0,1.162463246,13.4,16.00700433
209,6/1/2020 0:00,2.13E+14,"fraud_Romaguera, Wehner and Tromp",kids_pets,79.56,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,11/23/1997,708764b9c1df3a33646f980ebaeda064,1371821073,46.117649,-90.18511,0,0.771793091,13.4,22.57784622
210,7/1/2020 0:00,5.78E+11,fraud_McKenzie-Huels,food_dining,155.02,James,Strickland,M,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,10/23/1997,3fc25ed40b57c2a5a03b4fe18a90a160,1371821091,40.827382,-79.440972,0,0.212513015,13.4,22.6627196
211,8/1/2020 0:00,3.57E+15,fraud_Ernser-Lynch,food_dining,72.76,Adam,Mcdonald,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,1/31/1991,e2ab3b0597275b25981ebc0dbf150393,1371821102,44.317805,-72.821074,0,0.586626925,13.41666667,29.38962088
212,9/1/2020 0:00,3.57E+15,fraud_Renner Ltd,home,94.27,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",9/15/1950,32492608bb169509477c770ebc9241d8,1371821132,39.495197,-92.625261,0,1.05336342,13.41666667,69.76744429
213,10/1/2020 0:00,2.31E+15,fraud_Dare-Marvin,entertainment,22.48,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,2/14/1961,023848771c536772ae015a0d6bc9a169,1371821144,40.649456,-91.853059,0,0.831071474,13.41666667,59.34992205
214,11/1/2020 0:00,3.52E+15,fraud_Gleason and Sons,kids_pets,64.96,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,11/20/1970,1a34bb788177bf24b3159bb4c08e9177,1371821199,32.695932,-85.966237,0,0.984384568,13.43333333,49.58674804
215,12/1/2020 0:00,2.13E+14,"fraud_Runte, Green and Emard",health_fitness,52.44,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,7/30/1982,a3852d0c94c6bf59b1fb148f472b46dc,1371821208,34.377103,-119.191051,0,0.984103053,13.43333333,37.89612518
216,1/1/2020 0:00,3.60E+15,"fraud_Welch, Rath and Koepp",entertainment,51.75,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,3/25/1988,d43c298b51ab1ab7125e9233b79844fc,1371821216,40.049524,-92.471643,0,0.964193128,13.43333333,32.24246331
217,2/1/2020 0:00,3.51E+15,"fraud_Cole, Hills and Jewess",home,25.64,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,3/31/1985,ef841fd7bca70af84914b842cb6793ec,1371821222,38.078224,-90.54726,0,0.38701634,13.45,35.22672256
218,3/1/2020 0:00,3.51E+15,"fraud_Cole, Hills and Jewess",home,48.44,Briana,Santos,F,702 Tabitha Drive,New Goshen,IN,47863,39.5803,-87.4616,205,"Engineer, mining",1/6/1960,88a696dc470c5276ca8062ed816bd725,1371821276,40.532936,-88.285648,0,1.259591384,13.45,60.45875542
219,4/1/2020 0:00,3.56E+15,fraud_Gleason and Sons,kids_pets,155.28,Robert,Ashley,M,1250 Christopher Prairie Suite 016,Port Costa,CA,94569,38.046,-122.1866,198,Armed forces training and education officer,3/31/1959,3364ace722a47a2e6658407cdaa21223,1371821280,37.087503,-121.194012,0,1.379836018,13.46666667,61.22809339
220,5/1/2020 0:00,4.45E+15,fraud_Roob-Okuneva,health_fitness,5.22,Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,9/11/1999,c303ea027cccbee023a599730afbc785,1371821302,33.97825,-93.426367,0,0.541450455,13.46666667,20.77908586
221,6/1/2020 0:00,3.02E+13,fraud_Padberg-Sauer,home,81.57,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1/22/1978,6230daff2a5164c8f30d9bfc60457896,1371821362,44.383358,-88.749658,0,0.791332561,13.48333333,42.41358468
222,7/1/2020 0:00,4.86E+18,fraud_Gerhold LLC,home,15.87,Justin,Aguilar,M,184 Miller Manors,Wittenberg,WI,54499,44.8232,-89.1665,3223,Senior tax professional/tax inspector,6/30/1954,0727558ca9e545ba99bdfc89757c7771,1371821363,45.051656,-89.608719,0,0.497744702,13.48333333,65.97826641
223,8/1/2020 0:00,3.00E+13,fraud_Botsford and Sons,home,76.02,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,9/3/1979,bdd4a68945ee721dbedde8bfe45b64e4,1371821395,32.706896,-90.066216,0,0.981822733,13.48333333,40.80099057
224,9/1/2020 0:00,3.50E+15,fraud_Volkman-Predovic,shopping_net,119.15,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,5/31/1999,0fd4fa5c06708220488c6f6e195d75db,1371821419,47.725933,-116.128542,0,1.07597669,13.5,21.0610883
225,10/1/2020 0:00,3.53E+15,fraud_Dare-Gibson,health_fitness,104.68,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,2/14/1987,3a1b22b89941e4778573b42a1dd4f565,1371821449,37.336537,-82.499229,0,0.865181812,13.5,33.35130048
226,11/1/2020 0:00,4.00E+15,fraud_Rempel Inc,shopping_net,7.81,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,2/8/1989,77a6ff12eeeeac93b866afaacfb3a62c,1371821450,33.841492,-86.611828,0,0.628237134,13.5,31.36635866
227,12/1/2020 0:00,4.84E+15,fraud_Breitenberg-Hermiston,kids_pets,61.85,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,4/12/1979,3fb395ff025f781ffbb60901eec9b035,1371821461,46.130831,-86.413224,0,0.201021756,13.51666667,41.19524489
228,1/1/2020 0:00,4.67E+15,fraud_Stark-Koss,home,80.03,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,7/25/1955,b3113c3c6e874f64ddd9603042dbd544,1371821481,40.205207,-85.633849,0,0.657154043,13.51666667,64.9105084
229,2/1/2020 0:00,3.00E+13,"fraud_Feil, Hilpert and Koss",food_dining,10.62,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,10/9/1970,09a186e8f968253f4f2dc1093e359f56,1371821489,41.428817,-78.791182,0,0.801122716,13.51666667,49.70174728
230,3/1/2020 0:00,3.50E+15,fraud_Schuppe LLC,entertainment,51.43,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,11/30/1999,2b1993380bedb0cac9e59232eeff7b73,1371821501,33.038175,-112.999152,0,1.17336728,13.51666667,20.5600635
231,4/1/2020 0:00,6.01E+15,fraud_Torphy-Kertzmann,health_fitness,39.54,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,9/15/1988,3792370bd5af9ee1b121aebd8908e539,1371821505,41.052295,-81.209189,0,0.568651968,13.51666667,31.76608677
232,5/1/2020 0:00,3.72E+14,"fraud_Runolfsdottir, Mueller and Hand",entertainment,24.64,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1/21/1966,995ff21a7f927004204994a6c8570c76,1371821525,40.902598,-74.477744,0,1.111534929,13.53333333,54.41632824
233,6/1/2020 0:00,3.44E+14,"fraud_Torp, Muller and Borer",health_fitness,3.04,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,11/16/1949,c7a2ed635651e7e9a837257cac1df810,1371821550,34.303243,-80.187714,0,0.753372421,13.53333333,70.59702639
234,7/1/2020 0:00,4.63E+15,fraud_Abshire PLC,entertainment,17.44,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",12/26/1973,93ee6c390ef6df5937dab28ec56ccbec,1371821560,41.407162,-95.817404,0,0.743650075,13.53333333,46.48751236
235,8/1/2020 0:00,2.13E+14,fraud_Crona and Sons,kids_pets,169.09,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913,39.4015,-75.8654,663,Podiatrist,1/14/1969,6bf626064f5e5933dd48084f36ef2339,1371821630,39.83194,-76.092179,0,0.486525753,13.55,51.43481063
236,9/1/2020 0:00,5.00E+15,fraud_O'Connell-Ullrich,home,127.97,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,11/18/1987,a00a84cec6cafa89fbe9f66c0dd67327,1371821658,38.341784,-94.742768,0,0.63746541,13.56666667,32.59292342
237,10/1/2020 0:00,4.60E+15,fraud_Spencer-Runolfsson,misc_pos,35.45,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,11/18/1997,a802a3a360fb94579b6017a3c79ffa67,1371821679,38.730568,-98.102164,0,0.828245834,13.56666667,22.59155449
238,11/1/2020 0:00,4.90E+15,fraud_Streich Ltd,home,66.84,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,10/19/1990,a916134dcacd9e6badae25ce9f9e968e,1371821696,41.512745,-73.317596,0,0.854191238,13.56666667,29.67437448
239,12/1/2020 0:00,4.82E+15,fraud_Conroy-Emard,food_dining,11.18,Christopher,Farrell,M,97070 Anderson Land,Haines City,FL,33844,28.0758,-81.5929,33804,Exercise physiologist,1/1/1991,0183bebc44f97bd8ed49a27e7504ad0a,1371821701,28.944803,-81.819858,0,0.898151517,13.58333333,29.47177542
240,1/1/2020 0:00,4.51E+15,fraud_Bernier and Sons,kids_pets,37.89,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",7/12/1926,3854649c8495c1557d849a16d313fa86,1371821711,32.494871,-81.523332,0,1.082180091,13.58333333,93.94542361
241,2/1/2020 0:00,2.30E+15,"fraud_Dare, Casper and Bartoletti",kids_pets,29.76,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,9/1/1999,75b12e7443a9eaf0916082dfac0876e2,1371821713,39.712232,-73.575595,0,1.050264729,13.58333333,20.80647768
242,3/1/2020 0:00,3.06E+13,fraud_Zboncak LLC,food_dining,76.83,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,11/14/1973,14df01f107a78bcc7999c9f5add9f648,1371821718,36.136522,-80.589657,0,1.287332522,13.58333333,46.6025078
243,4/1/2020 0:00,4.95E+15,fraud_Erdman-Durgan,health_fitness,3.19,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,4/5/1957,0cd47cfd7aee7c6d7b69877f3660ef11,1371821734,42.143827,-79.879829,0,1.285082396,13.58333333,63.21304852
244,5/1/2020 0:00,3.02E+13,fraud_Thiel Ltd,travel,3.88,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,8/16/1977,5145ac1a858740c89c3fa9e6aed59552,1371821751,40.605317,-73.406205,0,0.563112187,13.58333333,42.84891437
245,6/1/2020 0:00,4.48E+12,fraud_Heathcote LLC,shopping_net,236.15,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1/21/1979,d8188cc764b76befb9196b2d137b6e16,1371821781,33.831991,-85.328265,0,1.229968071,13.6,41.41702031
